building id,building name,user defined building id,ubid,building type,year built (year),height (m),number of stories,total floor area (m2),baseline annual site energy use intensity (kWh/m2),baseline annual source energy use intensity (kWh/m2),baseline annual operational GHG emission intensity (kg/m2),baseline peak electricity load intensity(W/m2),baseline annual electricity use intensity (kWh/m2),baseline annual natural gas use intensity (kWh/m2),baseline annual electricity for heating (kWh/m2),baseline annual electricity for cooling (kWh/m2),baseline annual electricity for interior lighting (kWh/m2),baseline annual electricity for exterior lighting (kWh/m2),baseline annual electricity for interior equipment (kWh/m2),baseline annual electricity for exterior equipment (kWh/m2),baseline annual electricity for fans (kWh/m2),baseline annual electricity for pumps (kWh/m2),baseline annual electricity for water systems (kWh/m2),baseline annual electricity for refrigeration (kWh/m2),baseline annual natural gas for heating (kWh/m2),baseline annual natural gas for water systems (kWh/m2),baseline annual water for water systems (m3/m2),baseline average monthly peak electricity (kW),baseline cooling capacity (kW),baseline heating capacity (kW),simulation time (s),retrofit package id,retrofit package name,retrofit package ECM IDs,retrofit annual electricity for heating (kWh/m2),retrofit annual electricity for cooling (kWh/m2),retrofit annual electricity for interior lighting (kWh/m2),retrofit annual electricity for exterior lighting (kWh/m2),retrofit annual electricity for interior equipment (kWh/m2),retrofit annual electricity for exterior equipment (kWh/m2),retrofit annual electricity for fans (kWh/m2),retrofit annual electricity for pumps (kWh/m2),retrofit annual electricity for water systems (kWh/m2),retrofit annual electricity for refrigeration (kWh/m2),retrofit annual natural gas for heating (kWh/m2),retrofit annual natural gas for water systems (kWh/m2),retrofit annual water for water systems (m3/m2),retrofit average monthly peak electricity (kW),retrofit cooling capacity (kW),retrofit heating capacity (kW),annual site energy use intensity saving (kWh/m2),annual source energy use intensity saving (kWh/m2),annual operational GHG emission intensity reduction (kg/m2),peak electricity load intensity reduction (W/m2),annual electricity use intensity saving (kWh/m2),annual natural gas use intensity saving (kWh/m2),annual electricity cost saving ($),annual natural gas cost saving ($),annual energy cost saving ($),investment cost ($),incentive amount (%),payback year (year),embodied GHG emission (kg),life cycle GHG emission (kg),Applicable ECM ID 1,Applicable ECM name 1,Applicable ECM ID 2,Applicable ECM name 2,Applicable ECM ID 3,Applicable ECM name 3,Applicable ECM ID 4,Applicable ECM name 4,Applicable ECM ID 5,Applicable ECM name 5,Applicable ECM ID 6,Applicable ECM name 6,Applicable ECM ID 7,Applicable ECM name 7,Applicable ECM ID 8,Applicable ECM name 8,Applicable ECM ID 9,Applicable ECM name 9,Applicable ECM ID 10,Applicable ECM name 10,Applicable ECM ID 11,Applicable ECM name 11,Applicable ECM ID 12,Applicable ECM name 12,Applicable ECM ID 13,Applicable ECM name 13,Applicable ECM ID 14,Applicable ECM name 14,Applicable ECM ID 15,Applicable ECM name 15,Applicable ECM ID 16,Applicable ECM name 16,Applicable ECM ID 17,Applicable ECM name 17,Applicable ECM ID 18,Applicable ECM name 18,Applicable ECM ID 19,Applicable ECM name 19,Applicable ECM ID 20,Applicable ECM name 20\
7622819,,,4.67158E+11,Multi Family House,1971,11.79,4,7968.3128,91.8548,222.8171,17.21759602,20.9807,60.4639,31.3908,0,11.1356,12.8853,2.29465,31.6837,0,2.13163,0.333005,0,0,5.12627,14.2819,0.802858,135.245,209.147,122.945,755.04,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622819,,,4.67158E+11,Multi Family House,1971,11.79,4,7968.3128,91.8548,222.8171,17.21759602,20.9807,60.4639,31.3908,0,11.1356,12.8853,2.29465,31.6837,0,2.13163,0.333005,0,0,5.12627,14.2819,0.802858,135.245,209.147,122.945,755.04,931,ECM Package 1,17;18;49,1.2076,11.3154,12.8853,2.29465,31.6837,0,13.706,0.333005,0,0,0,11.1763,0.802858,147.441,254.195,465.601,-4.7298,-32.0565,-0.979981195,-1.5056,-12.9618,8.2319,-16852.78,2052.41,-14800.36,274479.97,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622804,,,3.82682E+11,Multi Family House,1986,10.64,3,4815.6597,92.7864,218.4623,17.36220051,20.0737,57.9122,34.8741,0,10.0523,11.5676,2.01004,32.0872,0,1.86837,0.326607,0,0,3.62461,19.4044,0.787435,77.0526,117.023,64.1269,619.35,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622804,,,3.82682E+11,Multi Family House,1986,10.64,3,4815.6597,92.7864,218.4623,17.36220051,20.0737,57.9122,34.8741,0,10.0523,11.5676,2.01004,32.0872,0,1.86837,0.326607,0,0,3.62461,19.4044,0.787435,77.0526,117.023,64.1269,619.35,931,ECM Package 1,17;18;49,1.43363,8.85,11.5676,2.01004,32.0872,0,12.1532,0.326607,0,0,0,15.7822,0.787435,89.9346,140.827,253.59,-3.2694,-25.4115,-0.692132981,-2.523,-10.5161,7.2468,-8263.27,1091.93,-7171.33,156770.4,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622824,,,3.78563E+11,Large Office,1981,14.74,5,10631.46,197.9038,607.2476,37.67287209,54.0588,191.1237,6.7802,0,35.7781,55.0383,5.79514,65.3296,11.4136,5.89364,10.45,0,0,4.25183,2.52832,0.0693621,525.855,1013.26,272.27,112.27,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622824,,,3.78563E+11,Large Office,1981,14.74,5,10631.46,197.9038,607.2476,37.67287209,54.0588,191.1237,6.7802,0,35.7781,55.0383,5.79514,65.3296,11.4136,5.89364,10.45,0,0,4.25183,2.52832,0.0693621,525.855,1013.26,272.27,112.27,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,22.0021,18.644,5.79514,65.3296,11.4136,2.48131,10.3753,0,0,0.381787,2.12645,0.0693621,353.587,1013.26,272.27,58.3384,174.2544,11.08369845,16.5165,54.0665,4.2719,93791.13,1421.06,95212.19,176698.47,0,1.86,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622820,,,4.76178E+11,Multi Family House,1979,13.33,4,8153.4328,82.8352,202.844,15.53559358,18.7812,55.4388,27.3965,0,8.23748,11.5251,2.00766,31.7675,0,1.57035,0.330694,0,0,2.08956,13.5292,0.797284,119.608,166.202,108.478,722.6,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622820,,,4.76178E+11,Multi Family House,1979,13.33,4,8153.4328,82.8352,202.844,15.53559358,18.7812,55.4388,27.3965,0,8.23748,11.5251,2.00766,31.7675,0,1.57035,0.330694,0,0,2.08956,13.5292,0.797284,119.608,166.202,108.478,722.6,931,ECM Package 1,17;18;49,0.993204,8.01323,11.5251,2.00766,31.7675,0,10.6091,0.330694,0,0,0,11.0252,0.797284,133.812,203.169,373.3,-5.2141,-25.973,-1.03781392,-0.9171,-9.8077,4.5936,-13048.13,1171.89,-11876.24,223083.65,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622823,,,4.73983E+11,Multi Family House,1971,11.39,4,6243.4108,90.5098,215.2514,16.94598632,19.4045,57.5196,32.9902,0,8.77442,12.9086,2.29575,31.2447,0,1.95759,0.338634,0,0,4.04532,17.2111,0.816429,96.359,168.262,110.734,536.5,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622823,,,4.73983E+11,Multi Family House,1971,11.39,4,6243.4108,90.5098,215.2514,16.94598632,19.4045,57.5196,32.9902,0,8.77442,12.9086,2.29575,31.2447,0,1.95759,0.338634,0,0,4.04532,17.2111,0.816429,96.359,168.262,110.734,536.5,931,ECM Package 1,17;18;49,1.13285,9.65359,12.9086,2.29575,31.2447,0,15.063,0.338634,0,0,0,13.5037,0.816429,109.202,203.29,389.202,-7.3647,-39.3283,-1.477841579,-1.5738,-15.1174,7.7528,-15400.68,1514.52,-13886.16,219775.18,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622808,,,3.78701E+11,Medium Office,1984,10.08,3,5088.4227,138.7755,425.5819,26.41617442,48.0875,133.9079,4.8676,0,24.3524,39.5644,15.6248,39.977,0,14.3487,0.0406373,0,0,2.17619,2.69143,0.0693614,216.203,501.973,177.001,79.13,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622808,,,3.78701E+11,Medium Office,1984,10.08,3,5088.4227,138.7755,425.5819,26.41617442,48.0875,133.9079,4.8676,0,24.3524,39.5644,15.6248,39.977,0,14.3487,0.0406373,0,0,2.17619,2.69143,0.0693614,216.203,501.973,177.001,79.13,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,15.1182,12.7035,15.6248,39.977,0,5.47616,0.0385955,0,0,0.0944595,2.36761,0.0693614,153.962,501.973,177.001,47.3752,143.7307,9.010882863,15.3022,44.9697,2.4055,37337.34,383,37720.34,98204.11,0,2.6,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622831,,,3.83678E+11,Multi Family House,1976,12.11,4,21888.2724,79.5155,205.1914,14.96053218,19.5965,58.2297,21.2858,0,9.48731,12.8319,2.29209,31.5432,0,1.74478,0.330446,0,0,3.44677,5.96478,0.796688,348.922,471.421,213.129,2258.8,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622831,,,3.83678E+11,Multi Family House,1976,12.11,4,21888.2724,79.5155,205.1914,14.96053218,19.5965,58.2297,21.2858,0,9.48731,12.8319,2.29209,31.5432,0,1.74478,0.330446,0,0,3.44677,5.96478,0.796688,348.922,471.421,213.129,2258.8,931,ECM Package 1,17;18;49,0.983119,9.11804,12.8319,2.29209,31.5432,0,10.8742,0.330446,0,0,0,4.64328,0.796688,374.277,571.646,1243.33,-4.975,-25.5872,-0.993861049,-1.5834,-9.7433,4.7683,-34798.17,3265.64,-31532.53,621310.9,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622832,,,3.78546E+11,Multi Family House,1986,9.33,3,1095.5541,116.2476,261.0172,21.69475611,26.7215,66.4867,49.7609,0,15.2466,11.9202,2.02979,33.9382,0,3.00042,0.351585,0,0,5.25074,31.5872,0.847662,22.3319,42.4915,27.6538,127.44,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622832,,,3.78546E+11,Multi Family House,1986,9.33,3,1095.5541,116.2476,261.0172,21.69475611,26.7215,66.4867,49.7609,0,15.2466,11.9202,2.02979,33.9382,0,3.00042,0.351585,0,0,5.25074,31.5872,0.847662,22.3319,42.4915,27.6538,127.44,931,ECM Package 1,17;18;49,1.30827,15.6958,11.9202,2.02979,33.9382,0,21.4143,0.351585,0,0,0,25.8016,0.847662,24.9037,51.8535,97.4189,-9.1352,-51.7502,-1.84656489,-2.5425,-20.1714,11.0363,-3605.88,378.31,-3227.56,57660.21,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622837,,,3.81457E+11,Large Office,1980,55.08,10,20397.181,230.0815,673.806,43.65218619,61.473,206.804,23.2775,0,46.0473,55.0383,5.79514,65.3296,11.4136,7.86197,13.4884,0,0,20.8547,2.42277,0.0693615,1125.06,2508.23,770.646,213.2,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622837,,,3.81457E+11,Large Office,1980,55.08,10,20397.181,230.0815,673.806,43.65218619,61.473,206.804,23.2775,0,46.0473,55.0383,5.79514,65.3296,11.4136,7.86197,13.4884,0,0,20.8547,2.42277,0.0693615,1125.06,2508.23,770.646,213.2,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,27.2484,18.2206,5.79514,65.3296,11.4136,3.19198,13.379,0,0,1.95364,2.03698,0.0693615,757.538,2508.23,770.646,80.254,211.688,15.12028657,18.1654,60.9671,19.2869,202911.29,12309.17,215220.46,326667.71,0,1.52,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622836,,,4.86232E+11,Large Office,1972,7.98,2,16117.8848,205.1134,630.2136,39.04910951,53.3922,198.4902,6.6231,0,30.5378,67.0427,5.79514,68.5028,11.4135,5.14677,8.81708,0,0,4.17116,2.45198,0.0693615,802.599,1291.03,385.797,70.07,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622836,,,4.86232E+11,Large Office,1972,7.98,2,16117.8848,205.1134,630.2136,39.04910951,53.3922,198.4902,6.6231,0,30.5378,67.0427,5.79514,68.5028,11.4135,5.14677,8.81708,0,0,4.17116,2.45198,0.0693615,802.599,1291.03,385.797,70.07,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,20.1321,22.0045,5.79514,68.5028,11.4135,2.17531,8.84679,0,0,0.76095,2.06213,0.0693615,522.873,1291.03,385.797,62.5198,188.3701,11.88550949,16.2434,58.7197,3.8001,154430.3,1916.44,156346.74,221877.52,0,1.42,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622843,,,3.80107E+11,Large Office,1980,84.76,17,31888.413,233.0413,682.5642,44.2141842,64.4253,209.5076,23.5338,0,47.9764,55.0383,5.79514,65.3296,11.4136,7.77347,14.2999,0,0,21.1499,2.38386,0.0693619,1782.07,4155.48,1222.95,372.18,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622843,,,3.80107E+11,Large Office,1980,84.76,17,31888.413,233.0413,682.5642,44.2141842,64.4253,209.5076,23.5338,0,47.9764,55.0383,5.79514,65.3296,11.4136,7.77347,14.2999,0,0,21.1499,2.38386,0.0693619,1782.07,4155.48,1222.95,372.18,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,28.1917,17.705,5.79514,65.3296,11.4136,3.19079,14.1577,0,0,1.81727,2.00254,0.0693619,1199.78,4155.48,1222.95,82.1479,216.7422,15.47739798,19.694,62.4339,19.714,324858.33,19669.94,344528.27,520520.94,0,1.51,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622835,,,3.81892E+11,Large Office,1978,9.73,3,18180.9771,187.3317,577.7483,35.67367417,51.4441,182.3206,5.0111,0,29.6855,55.0383,5.79514,65.3296,11.4136,5.39043,8.46255,0,0,2.57617,2.43494,0.0693615,838.56,1399.03,395.986,84.86,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622835,,,3.81892E+11,Large Office,1978,9.73,3,18180.9771,187.3317,577.7483,35.67367417,51.4441,182.3206,5.0111,0,29.6855,55.0383,5.79514,65.3296,11.4136,5.39043,8.46255,0,0,2.57617,2.43494,0.0693615,838.56,1399.03,395.986,84.86,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,19.2694,21.3224,5.79514,65.3296,11.4136,2.30153,8.45742,0,0,0.45928,2.04865,0.0693615,577.769,1399.03,395.986,50.0422,151.901,9.518540791,16.3555,47.5391,2.5032,141028.91,1423.98,142452.89,241630.04,0,1.7,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622833,,,3.89468E+11,Multi Family House,1969,7.47,2,5072.2702,101.838,234.4984,19.03204673,23.4001,61.0376,40.8005,0,10.4782,12.9333,2.29694,32.7859,0,2.20991,0.333289,0,0,9.0849,19.6875,0.80354,90.1736,158.925,123.405,627.85,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622833,,,3.89468E+11,Multi Family House,1969,7.47,2,5072.2702,101.838,234.4984,19.03204673,23.4001,61.0376,40.8005,0,10.4782,12.9333,2.29694,32.7859,0,2.20991,0.333289,0,0,9.0849,19.6875,0.80354,90.1736,158.925,123.405,627.85,931,ECM Package 1,17;18;49,2.52688,9.92059,12.9333,2.29694,32.7859,0,16.0533,0.333289,0,0,0,15.3879,0.80354,108.123,187.601,346.338,-2.4282,-35.5982,-0.589939154,-2.0311,-15.8127,13.3845,-13087.26,2124.22,-10963.04,210878.25,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622825,,,3.81149E+11,Large Office,1980,21.81,7,8393.07,203.6357,621.9785,38.75101016,55.8162,195.2923,8.3434,0,38.5883,55.0383,5.79514,65.3296,11.4135,6.29408,11.3011,0,0,5.75351,2.5899,0.069362,427.377,868.017,239.036,141.3,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622825,,,3.81149E+11,Large Office,1980,21.81,7,8393.07,203.6357,621.9785,38.75101016,55.8162,195.2923,8.3434,0,38.5883,55.0383,5.79514,65.3296,11.4135,6.29408,11.3011,0,0,5.75351,2.5899,0.069362,427.377,868.017,239.036,141.3,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,23.2311,17.5583,5.79514,65.3296,11.4135,2.60254,11.2091,0,0,0.409219,2.17748,0.069362,285.549,868.017,239.036,62.8393,185.2838,11.92787479,16.2683,57.0826,5.7567,78174.43,1511.79,79686.22,162901.73,0,2.04,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622842,,,3.79702E+11,Medium Office,1980,4.04,1,2409.9359,141.609,429.6173,26.934401,48.1343,134.4152,7.1938,0,24.6059,39.5644,15.6248,39.977,0,14.6005,0.0426277,0,0,4.01547,3.17829,0.0693628,103.4,238.632,92.5735,53.11,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622842,,,3.79702E+11,Medium Office,1980,4.04,1,2409.9359,141.609,429.6173,26.934401,48.1343,134.4152,7.1938,0,24.6059,39.5644,15.6248,39.977,0,14.6005,0.0426277,0,0,4.01547,3.17829,0.0693628,103.4,238.632,92.5735,53.11,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,14.5079,13.102,15.6248,39.977,0,4.79689,0.0389056,0,0,0.321797,2.84039,0.0693628,72.3857,238.632,92.5735,50.3994,149.8282,9.572155129,15.1338,46.3678,4.0316,18233.19,304,18537.19,55926.65,0,3.02,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622839,,,3.88391E+11,Multi Family House,1986,10.66,3,924.3798,116.6415,261.9829,21.76860056,29.6796,66.7509,49.8906,0,16.8275,12.0047,2.03452,32.082,0,3.4896,0.312523,0,0,9.10124,28.8032,0.753467,20.6094,43.2655,28.359,111,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622839,,,3.88391E+11,Multi Family House,1986,10.66,3,924.3798,116.6415,261.9829,21.76860056,29.6796,66.7509,49.8906,0,16.8275,12.0047,2.03452,32.082,0,3.4896,0.312523,0,0,9.10124,28.8032,0.753467,20.6094,43.2655,28.359,111,931,ECM Package 1,17;18;49,1.99618,17.7488,12.0047,2.03452,32.082,0,25.7679,0.312523,0,0,0,23.6132,0.753467,23.4149,52.7566,99.0791,-10.9047,-64.1092,-2.214834611,-2.5665,-25.1958,14.2912,-3800.31,413.35,-3386.97,56124.25,0,,,,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),49,"Upgrade to Single-Zone Heat Pump (9.5 EER, 3.2 COP)",\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622834,,,3.81804E+11,Large Office,1972,9.38,3,9542.8119,207.5725,640.6772,39.53045922,56.7629,202.2612,5.3113,0,32.934,67.0427,5.79514,68.5028,11.4136,5.83152,9.40597,0,0,2.7572,2.55411,0.0693622,496.335,817.949,223.986,70.61,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622834,,,3.81804E+11,Large Office,1972,9.38,3,9542.8119,207.5725,640.6772,39.53045922,56.7629,202.2612,5.3113,0,32.934,67.0427,5.79514,68.5028,11.4136,5.83152,9.40597,0,0,2.7572,2.55411,0.0693622,496.335,817.949,223.986,70.61,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,20.9341,20.5072,5.79514,68.5028,11.4136,2.35649,9.362,0,0,0.444373,2.1474,0.0693622,316.487,817.949,223.986,65.1517,198.8926,12.3976126,19.0615,62.4322,2.7195,97213.22,812.02,98025.24,144584.92,0,1.47,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622838,,,3.81182E+11,Large Office,1978,23.18,8,21202.1408,193.3529,597.0537,36.82366089,55.0222,188.5326,4.8203,0,33.8557,55.0383,5.79514,65.3296,11.4135,6.06298,9.66928,0,0,2.40088,2.41939,0.0693619,1030.35,1867.42,467.019,165.5,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622838,,,3.81182E+11,Large Office,1978,23.18,8,21202.1408,193.3529,597.0537,36.82366089,55.0222,188.5326,4.8203,0,33.8557,55.0383,5.79514,65.3296,11.4135,6.06298,9.66928,0,0,2.40088,2.41939,0.0693619,1030.35,1867.42,467.019,165.5,931,ECM Package 1,1;31;58;33;47;46;30;17;18,0,20.4529,19.4334,5.79514,65.3296,11.4135,2.50126,9.60814,0,0,0.201385,2.0356,0.0693619,700.329,1867.42,467.019,55.622,169.254,10.58175575,17.7528,53.0387,2.5833,183490.3,1713.75,185204.05,310489.48,0,1.68,,,1,Replace existing lighting with T8 upgrade (0.7W/sf),31,Install daylighting sensors for interior lighting control,58,Clean Coils and Fins,33,Replace Air Filter,47,Reduce HVAC equipment runtime,46,Widen zone temperature deadband (cooling: +2 oF; heating: -2 oF),30,Add Programmable Thermostat,17,Apply Cool Roof Coating with Reflectivity,18,Efficiency Upgrade of the Gas Storage Water Heater (0.93),\,,,,,,,,,,,,,,,,,,,,,
7622846,,,4.37297E+11,Large Office,1972,7.65,2,11889.62,207.7256,636.6298,39.53907743,55.3195,200.2478,7.4778,0,31.7602,67.0427,5.79514,68.5028,11.4135,5.16708,9.29316,0,0,4.97332,2.50446,0.0693613,601.906,1004.11,297.682,71.75,,baseline\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
